layer 1 => input_tensor                  [(None, 256, 256, 3)]                     param = 1.0 
layer 72 => block2c_expand_bn             (None, 64, 64, 240)                  param = 983040 
layer 73 => block2c_expand_activation     (None, 64, 64, 240)                  param = 983040 
layer 74 => block2c_dwconv                (None, 64, 64, 240)                  param = 983040 
layer 75 => block2c_bn                    (None, 64, 64, 240)                  param = 983040 
layer 76 => block2c_activation            (None, 64, 64, 240)                  param = 983040 
layer 77 => block2c_se_squeeze            (None, 240)                    param = 240 
layer 78 => block2c_se_reshape            (None, 1, 1, 240)                  param = 240 
layer 79 => block2c_se_reduce             (None, 1, 1, 10)                  param = 10 
layer 80 => block2c_se_expand             (None, 1, 1, 240)                  param = 240 
layer 81 => block2c_se_excite             (None, 64, 64, 240)                  param = 983040 
layer 82 => block2c_project_conv          (None, 64, 64, 40)                  param = 163840 
layer 83 => block2c_project_bn            (None, 64, 64, 40)                  param = 163840 
layer 84 => block2c_drop                  (None, 64, 64, 40)                  param = 163840 
layer 85 => block2c_add                   (None, 64, 64, 40)                  param = 163840 
layer 86 => block2d_expand_conv           (None, 64, 64, 240)                  param = 983040 
layer 87 => block2d_expand_bn             (None, 64, 64, 240)                  param = 983040 
layer 88 => block2d_expand_activation     (None, 64, 64, 240)                  param = 983040 
layer 89 => block2d_dwconv                (None, 64, 64, 240)                  param = 983040 
layer 90 => block2d_bn                    (None, 64, 64, 240)                  param = 983040 
layer 91 => block2d_activation            (None, 64, 64, 240)                  param = 983040 
layer 92 => block2d_se_squeeze            (None, 240)                    param = 240 
layer 93 => block2d_se_reshape            (None, 1, 1, 240)                  param = 240 
layer 94 => block2d_se_reduce             (None, 1, 1, 10)                  param = 10 
layer 95 => block2d_se_expand             (None, 1, 1, 240)                  param = 240 
layer 96 => block2d_se_excite             (None, 64, 64, 240)                  param = 983040 
layer 97 => block2d_project_conv          (None, 64, 64, 40)                  param = 163840 
layer 98 => block2d_project_bn            (None, 64, 64, 40)                  param = 163840 
layer 99 => block2d_drop                  (None, 64, 64, 40)                  param = 163840 
layer 100 => block2d_add                   (None, 64, 64, 40)                  param = 163840 
layer 101 => block2e_expand_conv           (None, 64, 64, 240)                  param = 983040 
layer 102 => block2e_expand_bn             (None, 64, 64, 240)                  param = 983040 
layer 103 => block2e_expand_activation     (None, 64, 64, 240)                  param = 983040 
layer 104 => block2e_dwconv                (None, 64, 64, 240)                  param = 983040 
layer 105 => block2e_bn                    (None, 64, 64, 240)                  param = 983040 
layer 106 => block2e_activation            (None, 64, 64, 240)                  param = 983040 
layer 107 => block2e_se_squeeze            (None, 240)                    param = 240 
layer 108 => block2e_se_reshape            (None, 1, 1, 240)                  param = 240 
layer 109 => block2e_se_reduce             (None, 1, 1, 10)                  param = 10 
layer 110 => block2e_se_expand             (None, 1, 1, 240)                  param = 240 
layer 111 => block2e_se_excite             (None, 64, 64, 240)                  param = 983040 
layer 112 => block2e_project_conv          (None, 64, 64, 40)                  param = 163840 
layer 113 => block2e_project_bn            (None, 64, 64, 40)                  param = 163840 
layer 114 => block2e_drop                  (None, 64, 64, 40)                  param = 163840 
layer 115 => block2e_add                   (None, 64, 64, 40)                  param = 163840 
layer 116 => block2f_expand_conv           (None, 64, 64, 240)                  param = 983040 
layer 117 => block2f_expand_bn             (None, 64, 64, 240)                  param = 983040 
layer 118 => block2f_expand_activation     (None, 64, 64, 240)                  param = 983040 
layer 119 => block2f_dwconv                (None, 64, 64, 240)                  param = 983040 
layer 120 => block2f_bn                    (None, 64, 64, 240)                  param = 983040 
layer 121 => block2f_activation            (None, 64, 64, 240)                  param = 983040 
layer 122 => block2f_se_squeeze            (None, 240)                    param = 240 
layer 123 => block2f_se_reshape            (None, 1, 1, 240)                  param = 240 
layer 124 => block2f_se_reduce             (None, 1, 1, 10)                  param = 10 
layer 125 => block2f_se_expand             (None, 1, 1, 240)                  param = 240 
layer 126 => block2f_se_excite             (None, 64, 64, 240)                  param = 983040 
layer 127 => block2f_project_conv          (None, 64, 64, 40)                  param = 163840 
layer 128 => block2f_project_bn            (None, 64, 64, 40)                  param = 163840 
layer 129 => block2f_drop                  (None, 64, 64, 40)                  param = 163840 
layer 130 => block2f_add                   (None, 64, 64, 40)                  param = 163840 
layer 131 => block3a_expand_conv           (None, 64, 64, 240)                  param = 983040 
layer 132 => block3a_expand_bn             (None, 64, 64, 240)                  param = 983040 
layer 133 => block3a_expand_activation     (None, 64, 64, 240)                  param = 983040 
layer 134 => block3a_dwconv_pad            (None, 67, 67, 240)                  param = 1077360 
layer 135 => block3a_dwconv                (None, 32, 32, 240)                  param = 245760 
layer 136 => block3a_bn                    (None, 32, 32, 240)                  param = 245760 
layer 137 => block3a_activation            (None, 32, 32, 240)                  param = 245760 
layer 138 => block3a_se_squeeze            (None, 240)                    param = 240 
layer 139 => block3a_se_reshape            (None, 1, 1, 240)                  param = 240 
layer 140 => block3a_se_reduce             (None, 1, 1, 10)                  param = 10 
layer 141 => block3a_se_expand             (None, 1, 1, 240)                  param = 240 
layer 142 => block3a_se_excite             (None, 32, 32, 240)                  param = 245760 
layer 143 => block3a_project_conv          (None, 32, 32, 72)                  param = 73728 
layer 144 => block3a_project_bn            (None, 32, 32, 72)                  param = 73728 
layer 145 => block3b_expand_conv           (None, 32, 32, 432)                  param = 442368 
layer 146 => block3b_expand_bn             (None, 32, 32, 432)                  param = 442368 
layer 147 => block3b_expand_activation     (None, 32, 32, 432)                  param = 442368 
layer 148 => block3b_dwconv                (None, 32, 32, 432)                  param = 442368 
layer 149 => block3b_bn                    (None, 32, 32, 432)                  param = 442368 
layer 150 => block3b_activation            (None, 32, 32, 432)                  param = 442368 
layer 151 => block3b_se_squeeze            (None, 432)                    param = 432 
layer 152 => block3b_se_reshape            (None, 1, 1, 432)                  param = 432 
layer 153 => block3b_se_reduce             (None, 1, 1, 18)                  param = 18 
layer 154 => block3b_se_expand             (None, 1, 1, 432)                  param = 432 
layer 155 => block3b_se_excite             (None, 32, 32, 432)                  param = 442368 
layer 156 => block3b_project_conv          (None, 32, 32, 72)                  param = 73728 
layer 157 => block3b_project_bn            (None, 32, 32, 72)                  param = 73728 
layer 158 => block3b_drop                  (None, 32, 32, 72)                  param = 73728 
layer 159 => block3b_add                   (None, 32, 32, 72)                  param = 73728 
layer 160 => block3c_expand_conv           (None, 32, 32, 432)                  param = 442368 
layer 161 => block3c_expand_bn             (None, 32, 32, 432)                  param = 442368 
layer 162 => block3c_expand_activation     (None, 32, 32, 432)                  param = 442368 
layer 163 => block3c_dwconv                (None, 32, 32, 432)                  param = 442368 
layer 164 => block3c_bn                    (None, 32, 32, 432)                  param = 442368 
layer 165 => block3c_activation            (None, 32, 32, 432)                  param = 442368 
layer 166 => block3c_se_squeeze            (None, 432)                    param = 432 
layer 167 => block3c_se_reshape            (None, 1, 1, 432)                  param = 432 
layer 168 => block3c_se_reduce             (None, 1, 1, 18)                  param = 18 
layer 169 => block3c_se_expand             (None, 1, 1, 432)                  param = 432 
layer 170 => block3c_se_excite             (None, 32, 32, 432)                  param = 442368 
layer 171 => block3c_project_conv          (None, 32, 32, 72)                  param = 73728 
layer 172 => block3c_project_bn            (None, 32, 32, 72)                  param = 73728 
layer 173 => block3c_drop                  (None, 32, 32, 72)                  param = 73728 
layer 174 => block3c_add                   (None, 32, 32, 72)                  param = 73728 
layer 175 => block3d_expand_conv           (None, 32, 32, 432)                  param = 442368 
layer 176 => block3d_expand_bn             (None, 32, 32, 432)                  param = 442368 
layer 177 => block3d_expand_activation     (None, 32, 32, 432)                  param = 442368 
layer 178 => block3d_dwconv                (None, 32, 32, 432)                  param = 442368 
layer 179 => block3d_bn                    (None, 32, 32, 432)                  param = 442368 
layer 180 => block3d_activation            (None, 32, 32, 432)                  param = 442368 
layer 181 => block3d_se_squeeze            (None, 432)                    param = 432 
layer 182 => block3d_se_reshape            (None, 1, 1, 432)                  param = 432 
layer 183 => block3d_se_reduce             (None, 1, 1, 18)                  param = 18 
layer 184 => block3d_se_expand             (None, 1, 1, 432)                  param = 432 
layer 185 => block3d_se_excite             (None, 32, 32, 432)                  param = 442368 
layer 186 => block3d_project_conv          (None, 32, 32, 72)                  param = 73728 
layer 187 => block3d_project_bn            (None, 32, 32, 72)                  param = 73728 
layer 188 => block3d_drop                  (None, 32, 32, 72)                  param = 73728 
layer 189 => block3d_add                   (None, 32, 32, 72)                  param = 73728 
layer 190 => block3e_expand_conv           (None, 32, 32, 432)                  param = 442368 
layer 191 => block3e_expand_bn             (None, 32, 32, 432)                  param = 442368 
layer 192 => block3e_expand_activation     (None, 32, 32, 432)                  param = 442368 
layer 193 => block3e_dwconv                (None, 32, 32, 432)                  param = 442368 
layer 194 => block3e_bn                    (None, 32, 32, 432)                  param = 442368 
layer 195 => block3e_activation            (None, 32, 32, 432)                  param = 442368 
layer 196 => block3e_se_squeeze            (None, 432)                    param = 432 
layer 197 => block3e_se_reshape            (None, 1, 1, 432)                  param = 432 
layer 198 => block3e_se_reduce             (None, 1, 1, 18)                  param = 18 
layer 199 => block3e_se_expand             (None, 1, 1, 432)                  param = 432 
layer 200 => block3e_se_excite             (None, 32, 32, 432)                  param = 442368 
layer 201 => block3e_project_conv          (None, 32, 32, 72)                  param = 73728 
layer 202 => block3e_project_bn            (None, 32, 32, 72)                  param = 73728 
layer 203 => block3e_drop                  (None, 32, 32, 72)                  param = 73728 
layer 204 => block3e_add                   (None, 32, 32, 72)                  param = 73728 
layer 205 => block3f_expand_conv           (None, 32, 32, 432)                  param = 442368 
layer 206 => block3f_expand_bn             (None, 32, 32, 432)                  param = 442368 
layer 207 => block3f_expand_activation     (None, 32, 32, 432)                  param = 442368 
layer 208 => block3f_dwconv                (None, 32, 32, 432)                  param = 442368 
layer 209 => block3f_bn                    (None, 32, 32, 432)                  param = 442368 
layer 210 => block3f_activation            (None, 32, 32, 432)                  param = 442368 
layer 211 => block3f_se_squeeze            (None, 432)                    param = 432 
layer 212 => block3f_se_reshape            (None, 1, 1, 432)                  param = 432 
layer 213 => block3f_se_reduce             (None, 1, 1, 18)                  param = 18 
layer 214 => block3f_se_expand             (None, 1, 1, 432)                  param = 432 
layer 215 => block3f_se_excite             (None, 32, 32, 432)                  param = 442368 
layer 216 => block3f_project_conv          (None, 32, 32, 72)                  param = 73728 
layer 217 => block3f_project_bn            (None, 32, 32, 72)                  param = 73728 
layer 218 => block3f_drop                  (None, 32, 32, 72)                  param = 73728 
layer 219 => block3f_add                   (None, 32, 32, 72)                  param = 73728 
layer 220 => block4a_expand_conv           (None, 32, 32, 432)                  param = 442368 
layer 221 => block4a_expand_bn             (None, 32, 32, 432)                  param = 442368 
layer 222 => block4a_expand_activation     (None, 32, 32, 432)                  param = 442368 
layer 223 => block4a_dwconv_pad            (None, 33, 33, 432)                  param = 470448 
layer 224 => block4a_dwconv                (None, 16, 16, 432)                  param = 110592 
layer 225 => block4a_bn                    (None, 16, 16, 432)                  param = 110592 
layer 226 => block4a_activation            (None, 16, 16, 432)                  param = 110592 
layer 227 => block4a_se_squeeze            (None, 432)                    param = 432 
layer 228 => block4a_se_reshape            (None, 1, 1, 432)                  param = 432 
layer 229 => block4a_se_reduce             (None, 1, 1, 18)                  param = 18 
layer 230 => block4a_se_expand             (None, 1, 1, 432)                  param = 432 
layer 231 => block4a_se_excite             (None, 16, 16, 432)                  param = 110592 
layer 232 => block4a_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 233 => block4a_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 234 => block4b_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 235 => block4b_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 236 => block4b_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 237 => block4b_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 238 => block4b_bn                    (None, 16, 16, 864)                  param = 221184 
layer 239 => block4b_activation            (None, 16, 16, 864)                  param = 221184 
layer 240 => block4b_se_squeeze            (None, 864)                    param = 864 
layer 241 => block4b_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 242 => block4b_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 243 => block4b_se_expand             (None, 1, 1, 864)                  param = 864 
layer 244 => block4b_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 245 => block4b_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 246 => block4b_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 247 => block4b_drop                  (None, 16, 16, 144)                  param = 36864 
layer 248 => block4b_add                   (None, 16, 16, 144)                  param = 36864 
layer 249 => block4c_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 250 => block4c_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 251 => block4c_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 252 => block4c_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 253 => block4c_bn                    (None, 16, 16, 864)                  param = 221184 
layer 254 => block4c_activation            (None, 16, 16, 864)                  param = 221184 
layer 255 => block4c_se_squeeze            (None, 864)                    param = 864 
layer 256 => block4c_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 257 => block4c_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 258 => block4c_se_expand             (None, 1, 1, 864)                  param = 864 
layer 259 => block4c_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 260 => block4c_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 261 => block4c_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 262 => block4c_drop                  (None, 16, 16, 144)                  param = 36864 
layer 263 => block4c_add                   (None, 16, 16, 144)                  param = 36864 
layer 264 => block4d_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 265 => block4d_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 266 => block4d_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 267 => block4d_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 268 => block4d_bn                    (None, 16, 16, 864)                  param = 221184 
layer 269 => block4d_activation            (None, 16, 16, 864)                  param = 221184 
layer 270 => block4d_se_squeeze            (None, 864)                    param = 864 
layer 271 => block4d_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 272 => block4d_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 273 => block4d_se_expand             (None, 1, 1, 864)                  param = 864 
layer 274 => block4d_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 275 => block4d_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 276 => block4d_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 277 => block4d_drop                  (None, 16, 16, 144)                  param = 36864 
layer 278 => block4d_add                   (None, 16, 16, 144)                  param = 36864 
layer 279 => block4e_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 280 => block4e_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 281 => block4e_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 282 => block4e_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 283 => block4e_bn                    (None, 16, 16, 864)                  param = 221184 
layer 284 => block4e_activation            (None, 16, 16, 864)                  param = 221184 
layer 285 => block4e_se_squeeze            (None, 864)                    param = 864 
layer 286 => block4e_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 287 => block4e_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 288 => block4e_se_expand             (None, 1, 1, 864)                  param = 864 
layer 289 => block4e_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 290 => block4e_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 291 => block4e_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 292 => block4e_drop                  (None, 16, 16, 144)                  param = 36864 
layer 293 => block4e_add                   (None, 16, 16, 144)                  param = 36864 
layer 294 => block4f_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 295 => block4f_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 296 => block4f_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 297 => block4f_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 298 => block4f_bn                    (None, 16, 16, 864)                  param = 221184 
layer 299 => block4f_activation            (None, 16, 16, 864)                  param = 221184 
layer 300 => block4f_se_squeeze            (None, 864)                    param = 864 
layer 301 => block4f_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 302 => block4f_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 303 => block4f_se_expand             (None, 1, 1, 864)                  param = 864 
layer 304 => block4f_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 305 => block4f_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 306 => block4f_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 307 => block4f_drop                  (None, 16, 16, 144)                  param = 36864 
layer 308 => block4f_add                   (None, 16, 16, 144)                  param = 36864 
layer 309 => block4g_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 310 => block4g_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 311 => block4g_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 312 => block4g_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 313 => block4g_bn                    (None, 16, 16, 864)                  param = 221184 
layer 314 => block4g_activation            (None, 16, 16, 864)                  param = 221184 
layer 315 => block4g_se_squeeze            (None, 864)                    param = 864 
layer 316 => block4g_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 317 => block4g_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 318 => block4g_se_expand             (None, 1, 1, 864)                  param = 864 
layer 319 => block4g_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 320 => block4g_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 321 => block4g_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 322 => block4g_drop                  (None, 16, 16, 144)                  param = 36864 
layer 323 => block4g_add                   (None, 16, 16, 144)                  param = 36864 
layer 324 => block4h_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 325 => block4h_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 326 => block4h_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 327 => block4h_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 328 => block4h_bn                    (None, 16, 16, 864)                  param = 221184 
layer 329 => block4h_activation            (None, 16, 16, 864)                  param = 221184 
layer 330 => block4h_se_squeeze            (None, 864)                    param = 864 
layer 331 => block4h_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 332 => block4h_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 333 => block4h_se_expand             (None, 1, 1, 864)                  param = 864 
layer 334 => block4h_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 335 => block4h_project_conv          (None, 16, 16, 144)                  param = 36864 
layer 336 => block4h_project_bn            (None, 16, 16, 144)                  param = 36864 
layer 337 => block4h_drop                  (None, 16, 16, 144)                  param = 36864 
layer 338 => block4h_add                   (None, 16, 16, 144)                  param = 36864 
layer 339 => block5a_expand_conv           (None, 16, 16, 864)                  param = 221184 
layer 340 => block5a_expand_bn             (None, 16, 16, 864)                  param = 221184 
layer 341 => block5a_expand_activation     (None, 16, 16, 864)                  param = 221184 
layer 342 => block5a_dwconv                (None, 16, 16, 864)                  param = 221184 
layer 343 => block5a_bn                    (None, 16, 16, 864)                  param = 221184 
layer 344 => block5a_activation            (None, 16, 16, 864)                  param = 221184 
layer 345 => block5a_se_squeeze            (None, 864)                    param = 864 
layer 346 => block5a_se_reshape            (None, 1, 1, 864)                  param = 864 
layer 347 => block5a_se_reduce             (None, 1, 1, 36)                  param = 36 
layer 348 => block5a_se_expand             (None, 1, 1, 864)                  param = 864 
layer 349 => block5a_se_excite             (None, 16, 16, 864)                  param = 221184 
layer 350 => block5a_project_conv          (None, 16, 16, 200)                  param = 51200 
layer 351 => block5a_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 352 => block5b_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 353 => block5b_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 354 => block5b_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 355 => block5b_dwconv                (None, 16, 16, 1200)                  param = 307200 
layer 356 => block5b_bn                    (None, 16, 16, 1200)                  param = 307200 
layer 357 => block5b_activation            (None, 16, 16, 1200)                  param = 307200 
layer 358 => block5b_se_squeeze            (None, 1200)                    param = 1200 
layer 359 => block5b_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 360 => block5b_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 361 => block5b_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 362 => block5b_se_excite             (None, 16, 16, 1200)                  param = 307200 
layer 363 => block5b_project_conv          (None, 16, 16, 200)                  param = 51200 
layer 364 => block5b_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 365 => block5b_drop                  (None, 16, 16, 200)                  param = 51200 
layer 366 => block5b_add                   (None, 16, 16, 200)                  param = 51200 
layer 367 => block5c_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 368 => block5c_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 369 => block5c_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 370 => block5c_dwconv                (None, 16, 16, 1200)                  param = 307200 
layer 371 => block5c_bn                    (None, 16, 16, 1200)                  param = 307200 
layer 372 => block5c_activation            (None, 16, 16, 1200)                  param = 307200 
layer 373 => block5c_se_squeeze            (None, 1200)                    param = 1200 
layer 374 => block5c_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 375 => block5c_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 376 => block5c_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 377 => block5c_se_excite             (None, 16, 16, 1200)                  param = 307200 
layer 378 => block5c_project_conv          (None, 16, 16, 200)                  param = 51200 
layer 379 => block5c_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 380 => block5c_drop                  (None, 16, 16, 200)                  param = 51200 
layer 381 => block5c_add                   (None, 16, 16, 200)                  param = 51200 
layer 382 => block5d_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 383 => block5d_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 384 => block5d_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 385 => block5d_dwconv                (None, 16, 16, 1200)                  param = 307200 
layer 386 => block5d_bn                    (None, 16, 16, 1200)                  param = 307200 
layer 387 => block5d_activation            (None, 16, 16, 1200)                  param = 307200 
layer 388 => block5d_se_squeeze            (None, 1200)                    param = 1200 
layer 389 => block5d_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 390 => block5d_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 391 => block5d_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 392 => block5d_se_excite             (None, 16, 16, 1200)                  param = 307200 
layer 393 => block5d_project_conv          (None, 16, 16, 200)                  param = 51200 
