layer 1 => input_tensor                  [(None, 256, 256, 3)]                     param = 1.0 
layer 85 => block2c_expand_activation     (None, 64, 64, 288)                  param = 1179648 
layer 86 => block2c_dwconv                (None, 64, 64, 288)                  param = 1179648 
layer 87 => block2c_bn                    (None, 64, 64, 288)                  param = 1179648 
layer 88 => block2c_activation            (None, 64, 64, 288)                  param = 1179648 
layer 89 => block2c_se_squeeze            (None, 288)                    param = 288 
layer 90 => block2c_se_reshape            (None, 1, 1, 288)                  param = 288 
layer 91 => block2c_se_reduce             (None, 1, 1, 12)                  param = 12 
layer 92 => block2c_se_expand             (None, 1, 1, 288)                  param = 288 
layer 93 => block2c_se_excite             (None, 64, 64, 288)                  param = 1179648 
layer 94 => block2c_project_conv          (None, 64, 64, 48)                  param = 196608 
layer 95 => block2c_project_bn            (None, 64, 64, 48)                  param = 196608 
layer 96 => block2c_drop                  (None, 64, 64, 48)                  param = 196608 
layer 97 => block2c_add                   (None, 64, 64, 48)                  param = 196608 
layer 98 => block2d_expand_conv           (None, 64, 64, 288)                  param = 1179648 
layer 99 => block2d_expand_bn             (None, 64, 64, 288)                  param = 1179648 
layer 100 => block2d_expand_activation     (None, 64, 64, 288)                  param = 1179648 
layer 101 => block2d_dwconv                (None, 64, 64, 288)                  param = 1179648 
layer 102 => block2d_bn                    (None, 64, 64, 288)                  param = 1179648 
layer 103 => block2d_activation            (None, 64, 64, 288)                  param = 1179648 
layer 104 => block2d_se_squeeze            (None, 288)                    param = 288 
layer 105 => block2d_se_reshape            (None, 1, 1, 288)                  param = 288 
layer 106 => block2d_se_reduce             (None, 1, 1, 12)                  param = 12 
layer 107 => block2d_se_expand             (None, 1, 1, 288)                  param = 288 
layer 108 => block2d_se_excite             (None, 64, 64, 288)                  param = 1179648 
layer 109 => block2d_project_conv          (None, 64, 64, 48)                  param = 196608 
layer 110 => block2d_project_bn            (None, 64, 64, 48)                  param = 196608 
layer 111 => block2d_drop                  (None, 64, 64, 48)                  param = 196608 
layer 112 => block2d_add                   (None, 64, 64, 48)                  param = 196608 
layer 113 => block2e_expand_conv           (None, 64, 64, 288)                  param = 1179648 
layer 114 => block2e_expand_bn             (None, 64, 64, 288)                  param = 1179648 
layer 115 => block2e_expand_activation     (None, 64, 64, 288)                  param = 1179648 
layer 116 => block2e_dwconv                (None, 64, 64, 288)                  param = 1179648 
layer 117 => block2e_bn                    (None, 64, 64, 288)                  param = 1179648 
layer 118 => block2e_activation            (None, 64, 64, 288)                  param = 1179648 
layer 119 => block2e_se_squeeze            (None, 288)                    param = 288 
layer 120 => block2e_se_reshape            (None, 1, 1, 288)                  param = 288 
layer 121 => block2e_se_reduce             (None, 1, 1, 12)                  param = 12 
layer 122 => block2e_se_expand             (None, 1, 1, 288)                  param = 288 
layer 123 => block2e_se_excite             (None, 64, 64, 288)                  param = 1179648 
layer 124 => block2e_project_conv          (None, 64, 64, 48)                  param = 196608 
layer 125 => block2e_project_bn            (None, 64, 64, 48)                  param = 196608 
layer 126 => block2e_drop                  (None, 64, 64, 48)                  param = 196608 
layer 127 => block2e_add                   (None, 64, 64, 48)                  param = 196608 
layer 128 => block2f_expand_conv           (None, 64, 64, 288)                  param = 1179648 
layer 129 => block2f_expand_bn             (None, 64, 64, 288)                  param = 1179648 
layer 130 => block2f_expand_activation     (None, 64, 64, 288)                  param = 1179648 
layer 131 => block2f_dwconv                (None, 64, 64, 288)                  param = 1179648 
layer 132 => block2f_bn                    (None, 64, 64, 288)                  param = 1179648 
layer 133 => block2f_activation            (None, 64, 64, 288)                  param = 1179648 
layer 134 => block2f_se_squeeze            (None, 288)                    param = 288 
layer 135 => block2f_se_reshape            (None, 1, 1, 288)                  param = 288 
layer 136 => block2f_se_reduce             (None, 1, 1, 12)                  param = 12 
layer 137 => block2f_se_expand             (None, 1, 1, 288)                  param = 288 
layer 138 => block2f_se_excite             (None, 64, 64, 288)                  param = 1179648 
layer 139 => block2f_project_conv          (None, 64, 64, 48)                  param = 196608 
layer 140 => block2f_project_bn            (None, 64, 64, 48)                  param = 196608 
layer 141 => block2f_drop                  (None, 64, 64, 48)                  param = 196608 
layer 142 => block2f_add                   (None, 64, 64, 48)                  param = 196608 
layer 143 => block2g_expand_conv           (None, 64, 64, 288)                  param = 1179648 
layer 144 => block2g_expand_bn             (None, 64, 64, 288)                  param = 1179648 
layer 145 => block2g_expand_activation     (None, 64, 64, 288)                  param = 1179648 
layer 146 => block2g_dwconv                (None, 64, 64, 288)                  param = 1179648 
layer 147 => block2g_bn                    (None, 64, 64, 288)                  param = 1179648 
layer 148 => block2g_activation            (None, 64, 64, 288)                  param = 1179648 
layer 149 => block2g_se_squeeze            (None, 288)                    param = 288 
layer 150 => block2g_se_reshape            (None, 1, 1, 288)                  param = 288 
layer 151 => block2g_se_reduce             (None, 1, 1, 12)                  param = 12 
layer 152 => block2g_se_expand             (None, 1, 1, 288)                  param = 288 
layer 153 => block2g_se_excite             (None, 64, 64, 288)                  param = 1179648 
layer 154 => block2g_project_conv          (None, 64, 64, 48)                  param = 196608 
layer 155 => block2g_project_bn            (None, 64, 64, 48)                  param = 196608 
layer 156 => block2g_drop                  (None, 64, 64, 48)                  param = 196608 
layer 157 => block2g_add                   (None, 64, 64, 48)                  param = 196608 
layer 158 => block3a_expand_conv           (None, 64, 64, 288)                  param = 1179648 
layer 159 => block3a_expand_bn             (None, 64, 64, 288)                  param = 1179648 
layer 160 => block3a_expand_activation     (None, 64, 64, 288)                  param = 1179648 
layer 161 => block3a_dwconv_pad            (None, 67, 67, 288)                  param = 1292832 
layer 162 => block3a_dwconv                (None, 32, 32, 288)                  param = 294912 
layer 163 => block3a_bn                    (None, 32, 32, 288)                  param = 294912 
layer 164 => block3a_activation            (None, 32, 32, 288)                  param = 294912 
layer 165 => block3a_se_squeeze            (None, 288)                    param = 288 
layer 166 => block3a_se_reshape            (None, 1, 1, 288)                  param = 288 
layer 167 => block3a_se_reduce             (None, 1, 1, 12)                  param = 12 
layer 168 => block3a_se_expand             (None, 1, 1, 288)                  param = 288 
layer 169 => block3a_se_excite             (None, 32, 32, 288)                  param = 294912 
layer 170 => block3a_project_conv          (None, 32, 32, 80)                  param = 81920 
layer 171 => block3a_project_bn            (None, 32, 32, 80)                  param = 81920 
layer 172 => block3b_expand_conv           (None, 32, 32, 480)                  param = 491520 
layer 173 => block3b_expand_bn             (None, 32, 32, 480)                  param = 491520 
layer 174 => block3b_expand_activation     (None, 32, 32, 480)                  param = 491520 
layer 175 => block3b_dwconv                (None, 32, 32, 480)                  param = 491520 
layer 176 => block3b_bn                    (None, 32, 32, 480)                  param = 491520 
layer 177 => block3b_activation            (None, 32, 32, 480)                  param = 491520 
layer 178 => block3b_se_squeeze            (None, 480)                    param = 480 
layer 179 => block3b_se_reshape            (None, 1, 1, 480)                  param = 480 
layer 180 => block3b_se_reduce             (None, 1, 1, 20)                  param = 20 
layer 181 => block3b_se_expand             (None, 1, 1, 480)                  param = 480 
layer 182 => block3b_se_excite             (None, 32, 32, 480)                  param = 491520 
layer 183 => block3b_project_conv          (None, 32, 32, 80)                  param = 81920 
layer 184 => block3b_project_bn            (None, 32, 32, 80)                  param = 81920 
layer 185 => block3b_drop                  (None, 32, 32, 80)                  param = 81920 
layer 186 => block3b_add                   (None, 32, 32, 80)                  param = 81920 
layer 187 => block3c_expand_conv           (None, 32, 32, 480)                  param = 491520 
layer 188 => block3c_expand_bn             (None, 32, 32, 480)                  param = 491520 
layer 189 => block3c_expand_activation     (None, 32, 32, 480)                  param = 491520 
layer 190 => block3c_dwconv                (None, 32, 32, 480)                  param = 491520 
layer 191 => block3c_bn                    (None, 32, 32, 480)                  param = 491520 
layer 192 => block3c_activation            (None, 32, 32, 480)                  param = 491520 
layer 193 => block3c_se_squeeze            (None, 480)                    param = 480 
layer 194 => block3c_se_reshape            (None, 1, 1, 480)                  param = 480 
layer 195 => block3c_se_reduce             (None, 1, 1, 20)                  param = 20 
layer 196 => block3c_se_expand             (None, 1, 1, 480)                  param = 480 
layer 197 => block3c_se_excite             (None, 32, 32, 480)                  param = 491520 
layer 198 => block3c_project_conv          (None, 32, 32, 80)                  param = 81920 
layer 199 => block3c_project_bn            (None, 32, 32, 80)                  param = 81920 
layer 200 => block3c_drop                  (None, 32, 32, 80)                  param = 81920 
layer 201 => block3c_add                   (None, 32, 32, 80)                  param = 81920 
layer 202 => block3d_expand_conv           (None, 32, 32, 480)                  param = 491520 
layer 203 => block3d_expand_bn             (None, 32, 32, 480)                  param = 491520 
layer 204 => block3d_expand_activation     (None, 32, 32, 480)                  param = 491520 
layer 205 => block3d_dwconv                (None, 32, 32, 480)                  param = 491520 
layer 206 => block3d_bn                    (None, 32, 32, 480)                  param = 491520 
layer 207 => block3d_activation            (None, 32, 32, 480)                  param = 491520 
layer 208 => block3d_se_squeeze            (None, 480)                    param = 480 
layer 209 => block3d_se_reshape            (None, 1, 1, 480)                  param = 480 
layer 210 => block3d_se_reduce             (None, 1, 1, 20)                  param = 20 
layer 211 => block3d_se_expand             (None, 1, 1, 480)                  param = 480 
layer 212 => block3d_se_excite             (None, 32, 32, 480)                  param = 491520 
layer 213 => block3d_project_conv          (None, 32, 32, 80)                  param = 81920 
layer 214 => block3d_project_bn            (None, 32, 32, 80)                  param = 81920 
layer 215 => block3d_drop                  (None, 32, 32, 80)                  param = 81920 
layer 216 => block3d_add                   (None, 32, 32, 80)                  param = 81920 
layer 217 => block3e_expand_conv           (None, 32, 32, 480)                  param = 491520 
layer 218 => block3e_expand_bn             (None, 32, 32, 480)                  param = 491520 
layer 219 => block3e_expand_activation     (None, 32, 32, 480)                  param = 491520 
layer 220 => block3e_dwconv                (None, 32, 32, 480)                  param = 491520 
layer 221 => block3e_bn                    (None, 32, 32, 480)                  param = 491520 
layer 222 => block3e_activation            (None, 32, 32, 480)                  param = 491520 
layer 223 => block3e_se_squeeze            (None, 480)                    param = 480 
layer 224 => block3e_se_reshape            (None, 1, 1, 480)                  param = 480 
layer 225 => block3e_se_reduce             (None, 1, 1, 20)                  param = 20 
layer 226 => block3e_se_expand             (None, 1, 1, 480)                  param = 480 
layer 227 => block3e_se_excite             (None, 32, 32, 480)                  param = 491520 
layer 228 => block3e_project_conv          (None, 32, 32, 80)                  param = 81920 
layer 229 => block3e_project_bn            (None, 32, 32, 80)                  param = 81920 
layer 230 => block3e_drop                  (None, 32, 32, 80)                  param = 81920 
layer 231 => block3e_add                   (None, 32, 32, 80)                  param = 81920 
layer 232 => block3f_expand_conv           (None, 32, 32, 480)                  param = 491520 
layer 233 => block3f_expand_bn             (None, 32, 32, 480)                  param = 491520 
layer 234 => block3f_expand_activation     (None, 32, 32, 480)                  param = 491520 
layer 235 => block3f_dwconv                (None, 32, 32, 480)                  param = 491520 
layer 236 => block3f_bn                    (None, 32, 32, 480)                  param = 491520 
layer 237 => block3f_activation            (None, 32, 32, 480)                  param = 491520 
layer 238 => block3f_se_squeeze            (None, 480)                    param = 480 
layer 239 => block3f_se_reshape            (None, 1, 1, 480)                  param = 480 
layer 240 => block3f_se_reduce             (None, 1, 1, 20)                  param = 20 
layer 241 => block3f_se_expand             (None, 1, 1, 480)                  param = 480 
layer 242 => block3f_se_excite             (None, 32, 32, 480)                  param = 491520 
layer 243 => block3f_project_conv          (None, 32, 32, 80)                  param = 81920 
layer 244 => block3f_project_bn            (None, 32, 32, 80)                  param = 81920 
layer 245 => block3f_drop                  (None, 32, 32, 80)                  param = 81920 
layer 246 => block3f_add                   (None, 32, 32, 80)                  param = 81920 
layer 247 => block3g_expand_conv           (None, 32, 32, 480)                  param = 491520 
layer 248 => block3g_expand_bn             (None, 32, 32, 480)                  param = 491520 
layer 249 => block3g_expand_activation     (None, 32, 32, 480)                  param = 491520 
layer 250 => block3g_dwconv                (None, 32, 32, 480)                  param = 491520 
layer 251 => block3g_bn                    (None, 32, 32, 480)                  param = 491520 
layer 252 => block3g_activation            (None, 32, 32, 480)                  param = 491520 
layer 253 => block3g_se_squeeze            (None, 480)                    param = 480 
layer 254 => block3g_se_reshape            (None, 1, 1, 480)                  param = 480 
layer 255 => block3g_se_reduce             (None, 1, 1, 20)                  param = 20 
layer 256 => block3g_se_expand             (None, 1, 1, 480)                  param = 480 
layer 257 => block3g_se_excite             (None, 32, 32, 480)                  param = 491520 
layer 258 => block3g_project_conv          (None, 32, 32, 80)                  param = 81920 
layer 259 => block3g_project_bn            (None, 32, 32, 80)                  param = 81920 
layer 260 => block3g_drop                  (None, 32, 32, 80)                  param = 81920 
layer 261 => block3g_add                   (None, 32, 32, 80)                  param = 81920 
layer 262 => block4a_expand_conv           (None, 32, 32, 480)                  param = 491520 
layer 263 => block4a_expand_bn             (None, 32, 32, 480)                  param = 491520 
layer 264 => block4a_expand_activation     (None, 32, 32, 480)                  param = 491520 
layer 265 => block4a_dwconv_pad            (None, 33, 33, 480)                  param = 522720 
layer 266 => block4a_dwconv                (None, 16, 16, 480)                  param = 122880 
layer 267 => block4a_bn                    (None, 16, 16, 480)                  param = 122880 
layer 268 => block4a_activation            (None, 16, 16, 480)                  param = 122880 
layer 269 => block4a_se_squeeze            (None, 480)                    param = 480 
layer 270 => block4a_se_reshape            (None, 1, 1, 480)                  param = 480 
layer 271 => block4a_se_reduce             (None, 1, 1, 20)                  param = 20 
layer 272 => block4a_se_expand             (None, 1, 1, 480)                  param = 480 
layer 273 => block4a_se_excite             (None, 16, 16, 480)                  param = 122880 
layer 274 => block4a_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 275 => block4a_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 276 => block4b_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 277 => block4b_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 278 => block4b_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 279 => block4b_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 280 => block4b_bn                    (None, 16, 16, 960)                  param = 245760 
layer 281 => block4b_activation            (None, 16, 16, 960)                  param = 245760 
layer 282 => block4b_se_squeeze            (None, 960)                    param = 960 
layer 283 => block4b_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 284 => block4b_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 285 => block4b_se_expand             (None, 1, 1, 960)                  param = 960 
layer 286 => block4b_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 287 => block4b_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 288 => block4b_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 289 => block4b_drop                  (None, 16, 16, 160)                  param = 40960 
layer 290 => block4b_add                   (None, 16, 16, 160)                  param = 40960 
layer 291 => block4c_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 292 => block4c_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 293 => block4c_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 294 => block4c_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 295 => block4c_bn                    (None, 16, 16, 960)                  param = 245760 
layer 296 => block4c_activation            (None, 16, 16, 960)                  param = 245760 
layer 297 => block4c_se_squeeze            (None, 960)                    param = 960 
layer 298 => block4c_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 299 => block4c_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 300 => block4c_se_expand             (None, 1, 1, 960)                  param = 960 
layer 301 => block4c_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 302 => block4c_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 303 => block4c_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 304 => block4c_drop                  (None, 16, 16, 160)                  param = 40960 
layer 305 => block4c_add                   (None, 16, 16, 160)                  param = 40960 
layer 306 => block4d_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 307 => block4d_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 308 => block4d_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 309 => block4d_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 310 => block4d_bn                    (None, 16, 16, 960)                  param = 245760 
layer 311 => block4d_activation            (None, 16, 16, 960)                  param = 245760 
layer 312 => block4d_se_squeeze            (None, 960)                    param = 960 
layer 313 => block4d_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 314 => block4d_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 315 => block4d_se_expand             (None, 1, 1, 960)                  param = 960 
layer 316 => block4d_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 317 => block4d_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 318 => block4d_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 319 => block4d_drop                  (None, 16, 16, 160)                  param = 40960 
layer 320 => block4d_add                   (None, 16, 16, 160)                  param = 40960 
layer 321 => block4e_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 322 => block4e_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 323 => block4e_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 324 => block4e_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 325 => block4e_bn                    (None, 16, 16, 960)                  param = 245760 
layer 326 => block4e_activation            (None, 16, 16, 960)                  param = 245760 
layer 327 => block4e_se_squeeze            (None, 960)                    param = 960 
layer 328 => block4e_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 329 => block4e_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 330 => block4e_se_expand             (None, 1, 1, 960)                  param = 960 
layer 331 => block4e_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 332 => block4e_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 333 => block4e_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 334 => block4e_drop                  (None, 16, 16, 160)                  param = 40960 
layer 335 => block4e_add                   (None, 16, 16, 160)                  param = 40960 
layer 336 => block4f_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 337 => block4f_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 338 => block4f_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 339 => block4f_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 340 => block4f_bn                    (None, 16, 16, 960)                  param = 245760 
layer 341 => block4f_activation            (None, 16, 16, 960)                  param = 245760 
layer 342 => block4f_se_squeeze            (None, 960)                    param = 960 
layer 343 => block4f_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 344 => block4f_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 345 => block4f_se_expand             (None, 1, 1, 960)                  param = 960 
layer 346 => block4f_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 347 => block4f_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 348 => block4f_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 349 => block4f_drop                  (None, 16, 16, 160)                  param = 40960 
layer 350 => block4f_add                   (None, 16, 16, 160)                  param = 40960 
layer 351 => block4g_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 352 => block4g_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 353 => block4g_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 354 => block4g_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 355 => block4g_bn                    (None, 16, 16, 960)                  param = 245760 
layer 356 => block4g_activation            (None, 16, 16, 960)                  param = 245760 
layer 357 => block4g_se_squeeze            (None, 960)                    param = 960 
layer 358 => block4g_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 359 => block4g_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 360 => block4g_se_expand             (None, 1, 1, 960)                  param = 960 
layer 361 => block4g_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 362 => block4g_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 363 => block4g_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 364 => block4g_drop                  (None, 16, 16, 160)                  param = 40960 
layer 365 => block4g_add                   (None, 16, 16, 160)                  param = 40960 
layer 366 => block4h_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 367 => block4h_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 368 => block4h_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 369 => block4h_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 370 => block4h_bn                    (None, 16, 16, 960)                  param = 245760 
layer 371 => block4h_activation            (None, 16, 16, 960)                  param = 245760 
layer 372 => block4h_se_squeeze            (None, 960)                    param = 960 
layer 373 => block4h_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 374 => block4h_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 375 => block4h_se_expand             (None, 1, 1, 960)                  param = 960 
layer 376 => block4h_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 377 => block4h_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 378 => block4h_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 379 => block4h_drop                  (None, 16, 16, 160)                  param = 40960 
layer 380 => block4h_add                   (None, 16, 16, 160)                  param = 40960 
layer 381 => block4i_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 382 => block4i_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 383 => block4i_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 384 => block4i_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 385 => block4i_bn                    (None, 16, 16, 960)                  param = 245760 
layer 386 => block4i_activation            (None, 16, 16, 960)                  param = 245760 
layer 387 => block4i_se_squeeze            (None, 960)                    param = 960 
layer 388 => block4i_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 389 => block4i_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 390 => block4i_se_expand             (None, 1, 1, 960)                  param = 960 
layer 391 => block4i_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 392 => block4i_project_conv          (None, 16, 16, 160)                  param = 40960 
